Assigned_Agent,Lead_ID_Fixed,Client_Name_Fixed,Company_Segment,City_Final,Status_Clean,Lead_Date_Final,Lead_Month_No,Lead_Month,Lead_Year,Lead_Quarter,Lead_Weekday_No,Lead_Weekday,Response_Time_Hours,Target_Sales,Interaction_Count_Final,Sales_Tier,Is_Converted,Is_Engaged,Stage_Order,Response_Speed_Cat,Response_Bucket_6H,Engagement_Level
Agent_A,CL-0524,Client_524,A Major Telecommunications Provider,Kota Kinabalu,QUALIFIED,3/29/2023,3,March,2023,Q1,3,Wednesday,68.3,1460.77,19,Low,0,1,3,Delayed,66,High
Agent_C,CL-0602,Client_602,A Regional Financial Institution,CyberJaya,NEW,4/30/2024,4,April,2024,Q2,2,Tuesday,1.3,4700,21,High,0,0,1,Fast,0,High
Agent_D,CL-0349,Client_349,A Leading Utility Company,Subang Jaya,NEW,6/19/2024,6,June,2024,Q2,3,Wednesday,12,3059.92,7,Medium,0,0,1,Moderate,12,High
Agent_A,CL-0028,Client_028,A Regional Financial Institution,Subang Jaya,LOST,6/19/2024,6,June,2024,Q2,3,Wednesday,48.4,4482.29,26,High,0,0,5,Delayed,48,High
Agent_A,CL-0507,Client_507,A Major Telecommunications Provider,Alor Setar,CONVERTED,1/13/2024,1,January,2024,Q1,6,Saturday,38,3662.17,N/A,Medium,1,1,4,Delayed,36,High
Agent_B,CL-0520,Client_520,A Regional Financial Institution,Putrajaya,CONTACTED,7/15/2024,7,July,2024,Q3,1,Monday,36,2239.45,9,Medium,0,1,2,Delayed,36,High
Agent_C,CL-0828,Client_828,A Leading Utility Company,Putrajaya,NEW,3/12/2023,3,March,2023,Q1,7,Sunday,50.2,4311.16,22,High,0,0,1,Delayed,48,High
Agent_B,CL-2788,Client_2788,A Government Service Provider,Seremban,CONTACTED,2/4/2024,2,February,2024,Q1,7,Sunday,33.5,4015.96,27,High,0,1,2,Delayed,30,High
Agent_A,CL-0612,Client_612,A Government Service Provider,Penang,CONVERTED,4/1/2024,4,April,2024,Q2,1,Monday,47.2,3188.64,43,Medium,1,1,4,Delayed,42,High
Agent_B,CL-2539,Client_2539,A Leading Utility Company,Putrajaya,CONTACTED,4/11/2024,4,April,2024,Q2,4,Thursday,54.9,1602.6,2,Low,0,1,2,Delayed,54,Low
Agent_B,CL-0942,Client_942,A Major Telecommunications Provider,Penang,QUALIFIED,4/6/2023,4,April,2023,Q2,4,Thursday,52.8,3064.42,1,Medium,0,1,3,Delayed,48,Low
Agent_D,CL-0069,Client_069,A Private Manufacturing Enterprise,Shah Alam,NEW,9/15/2023,9,September,2023,Q3,5,Friday,23,2008.73,49,Medium,0,0,1,Moderate,18,High
Agent_D,CL-1695,Client_1695,A Government Service Provider,Alor Setar,QUALIFIED,6/25/2023,6,June,2023,Q2,7,Sunday,56,4507.73,15,High,0,1,3,Delayed,54,High
Agent_D,CL-1522,Client_1522,A Leading Utility Company,Alor Setar,CONTACTED,8/23/2023,8,August,2023,Q3,3,Wednesday,5.3,2259.71,37,Medium,0,1,2,Fast,0,High
Agent_B,CL-1115,Client_1115,A Regional Financial Institution,Petaling Jaya,CONTACTED,2/13/2024,2,February,2024,Q1,2,Tuesday,42.2,3686.55,3,Medium,0,1,2,Delayed,42,Medium
Agent_D,CL-2988,Client_2988,A Private Manufacturing Enterprise,Seremban,QUALIFIED,4/23/2023,4,April,2023,Q2,7,Sunday,54.6,1469.81,8,Low,0,1,3,Delayed,54,High
Agent_B,CL-0488,Client_488,A Government Service Provider,Penang,CONTACTED,10/2/2024,10,October,2024,Q4,3,Wednesday,65,1075,19,Low,0,1,2,Delayed,60,High
Agent_D,CL-0772,Client_772,A Government Service Provider,Kuching,CONTACTED,9/9/2023,9,September,2023,Q3,6,Saturday,12.7,1843.09,49,Low,0,1,2,Moderate,12,High
Agent_C,CL-2842,Client_2842,A Major Telecommunications Provider,Ipoh,CONVERTED,7/23/2024,7,July,2024,Q3,2,Tuesday,37,1460.11,50,Low,1,1,4,Delayed,36,High
Agent_B,CL-0816,Client_816,A Government Service Provider,Ipoh,CONVERTED,6/13/2024,6,June,2024,Q2,4,Thursday,3.9,3951.71,21,High,1,1,4,Fast,0,High
Agent_A,CL-1354,Client_1354,A Leading Utility Company,Kota Kinabalu,NEW,9/10/2023,9,September,2023,Q3,7,Sunday,50.4,1031.09,39,Low,0,0,1,Delayed,48,High
Agent_D,CL-0933,Client_933,A Government Service Provider,Putrajaya,QUALIFIED,10/10/2024,10,October,2024,Q4,4,Thursday,48,2443.4,27,Medium,0,1,3,Delayed,48,High
Agent_B,CL-1793,Client_1793,A Private Manufacturing Enterprise,Malaka,CONVERTED,4/4/2024,4,April,2024,Q2,4,Thursday,70.3,1482,35,Low,1,1,4,Delayed,66,High
Agent_D,CL-0034,Client_034,A Leading Utility Company,Shah Alam,QUALIFIED,3/28/2024,3,March,2024,Q1,4,Thursday,5,4268.43,35,High,0,1,3,Fast,0,High
Agent_D,CL-0616,Client_616,A Regional Financial Institution,Kota Kinabalu,QUALIFIED,4/15/2024,4,April,2024,Q2,1,Monday,40.1,1028.5,20,Low,0,1,3,Delayed,36,High
Agent_D,CL-1391,Client_1391,A Leading Utility Company,CyberJaya,CONTACTED,10/17/2023,10,October,2023,Q4,2,Tuesday,17.5,3934.95,23,Medium,0,1,2,Moderate,12,High
Agent_D,CL-1483,Client_1483,A Regional Financial Institution,Penang,CONTACTED,6/28/2023,6,June,2023,Q2,3,Wednesday,2.4,1819.66,8,Low,0,1,2,Fast,0,High
Agent_C,CL-0443,Client_443,A Major Telecommunications Provider,Putrajaya,CONTACTED,3/29/2023,3,March,2023,Q1,3,Wednesday,62.5,4446.03,27,High,0,1,2,Delayed,60,High
Agent_D,CL-1854,Client_1854,A Private Manufacturing Enterprise,Klang,LOST,10/23/2023,10,October,2023,Q4,1,Monday,64.7,4105.14,42,High,0,0,5,Delayed,60,High
Agent_C,CL-0257,Client_257,A Leading Utility Company,Malaka,LOST,11/29/2024,11,November,2024,Q4,5,Friday,67.9,4910.71,19,High,0,0,5,Delayed,66,High
Agent_D,CL-2553,Client_2553,A Major Telecommunications Provider,Kuala Lumpur,QUALIFIED,4/20/2024,4,April,2024,Q2,6,Saturday,16,2665.38,46,Medium,0,1,3,Moderate,12,High
Agent_D,CL-1266,Client_1266,A Regional Financial Institution,Putrajaya,QUALIFIED,4/8/2024,4,April,2024,Q2,1,Monday,9.6,3838.05,15,Medium,0,1,3,Moderate,6,High
Agent_A,CL-2141,Client_2141,A Leading Utility Company,Kuala Lumpur,QUALIFIED,4/21/2024,4,April,2024,Q2,7,Sunday,4.8,3739.76,22,Medium,0,1,3,Fast,0,High
Agent_B,CL-1315,Client_1315,A Government Service Provider,Ipoh,NEW,1/3/2024,1,January,2024,Q1,3,Wednesday,58.4,2926.92,31,Medium,0,0,1,Delayed,54,High
Agent_B,CL-2723,Client_2723,A Leading Utility Company,Klang,LOST,11/14/2024,11,November,2024,Q4,4,Thursday,21.7,4334.26,12,High,0,0,5,Moderate,18,High
Agent_B,CL-1804,Client_1804,A Government Service Provider,Malaka,NEW,7/6/2024,7,July,2024,Q3,6,Saturday,2.4,3977.99,25,High,0,0,1,Fast,0,High
Agent_A,CL-0139,Client_139,A Major Telecommunications Provider,Kota Kinabalu,CONTACTED,3/17/2023,3,March,2023,Q1,5,Friday,4.6,2450.49,N/A,Medium,0,1,2,Fast,0,High
Agent_A,CL-1880,Client_1880,A Private Manufacturing Enterprise,Seremban,NEW,11/27/2024,11,November,2024,Q4,3,Wednesday,18,1559.33,42,Low,0,0,1,Moderate,18,High
Agent_A,CL-1752,Client_1752,A Private Manufacturing Enterprise,Alor Setar,CONTACTED,7/26/2023,7,July,2023,Q3,3,Wednesday,17.4,3727.19,37,Medium,0,1,2,Moderate,12,High
Agent_B,CL-0621,Client_621,A Government Service Provider,Ipoh,QUALIFIED,2/16/2023,2,February,2023,Q1,4,Thursday,1,3912.17,10,Medium,0,1,3,Immediate,0,High
Agent_D,CL-0832,Client_832,A Regional Financial Institution,Alor Setar,NEW,2/14/2023,2,February,2023,Q1,2,Tuesday,13,2291.44,22,Medium,0,0,1,Moderate,12,High
Agent_D,CL-0735,Client_735,A Government Service Provider,Putrajaya,CONTACTED,3/19/2024,3,March,2024,Q1,2,Tuesday,3.7,2896.36,18,Medium,0,1,2,Fast,0,High
Agent_B,CL-0607,Client_607,A Government Service Provider,CyberJaya,QUALIFIED,5/9/2024,5,May,2024,Q2,4,Thursday,7.2,2595.62,43,Medium,0,1,3,Moderate,6,High
Agent_B,CL-1321,Client_1321,A Government Service Provider,Ipoh,QUALIFIED,12/19/2023,12,December,2023,Q4,2,Tuesday,69.9,4859.26,14,High,0,1,3,Delayed,66,High
Agent_B,CL-0414,Client_414,A Leading Utility Company,Putrajaya,NEW,3/1/2024,3,March,2024,Q1,5,Friday,63,4725.93,24,High,0,0,1,Delayed,60,High
Agent_B,CL-0356,Client_356,A Leading Utility Company,Putrajaya,CONVERTED,10/8/2023,10,October,2023,Q4,7,Sunday,28.9,3592.35,16,Medium,1,1,4,Delayed,24,High
Agent_B,CL-1316,Client_1316,A Private Manufacturing Enterprise,Shah Alam,LOST,11/27/2023,11,November,2023,Q4,1,Monday,51.7,3809.25,37,Medium,0,0,5,Delayed,48,High
Agent_A,CL-0542,Client_542,A Major Telecommunications Provider,Kuching,CONTACTED,8/8/2024,8,August,2024,Q3,4,Thursday,33.2,3619.17,16,Medium,0,1,2,Delayed,30,High
Agent_C,CL-2815,Client_2815,A Leading Utility Company,Penang,CONVERTED,11/15/2023,11,November,2023,Q4,3,Wednesday,55,3503.09,7,Medium,1,1,4,Delayed,54,High
Agent_B,CL-1491,Client_1491,A Leading Utility Company,Putrajaya,NEW,1/12/2023,1,January,2023,Q1,4,Thursday,8,3364.15,34,Medium,0,0,1,Moderate,6,High
Agent_D,CL-0258,Client_258,A Major Telecommunications Provider,Penang,NEW,11/20/2024,11,November,2024,Q4,3,Wednesday,17,1887.35,28,Low,0,0,1,Moderate,12,High
Agent_A,CL-0648,Client_648,A Government Service Provider,Shah Alam,CONTACTED,3/6/2023,3,March,2023,Q1,1,Monday,36.4,3089.55,35,Medium,0,1,2,Delayed,36,High
Agent_A,CL-2454,Client_2454,A Regional Financial Institution,Shah Alam,LOST,11/15/2023,11,November,2023,Q4,3,Wednesday,15.5,3092.47,20,Medium,0,0,5,Moderate,12,High
Agent_B,CL-0680,Client_680,A Private Manufacturing Enterprise,Penang,NEW,8/24/2024,8,August,2024,Q3,6,Saturday,2.6,2748.84,18,Medium,0,0,1,Fast,0,High
Agent_C,CL-2012,Client_2012,A Leading Utility Company,Penang,CONVERTED,11/17/2024,11,November,2024,Q4,7,Sunday,67.2,1696.51,28,Low,1,1,4,Delayed,66,High
Agent_D,CL-2039,Client_2039,A Private Manufacturing Enterprise,Alor Setar,CONTACTED,12/29/2024,12,December,2024,Q4,7,Sunday,31.6,3391.75,26,Medium,0,1,2,Delayed,30,High
Agent_C,CL-1212,Client_1212,A Government Service Provider,Klang,CONTACTED,8/11/2023,8,August,2023,Q3,5,Friday,67.9,3025.16,42,Medium,0,1,2,Delayed,66,High
Agent_C,CL-1551,Client_1551,A Major Telecommunications Provider,Alor Setar,LOST,12/15/2024,12,December,2024,Q4,7,Sunday,34.2,2082.15,24,Medium,0,0,5,Delayed,30,High
Agent_C,CL-1960,Client_1960,A Major Telecommunications Provider,Subang Jaya,LOST,11/6/2024,11,November,2024,Q4,3,Wednesday,12,1223.9,29,Low,0,0,5,Moderate,12,High
Agent_A,CL-1622,Client_1622,A Regional Financial Institution,Ipoh,CONTACTED,6/26/2023,6,June,2023,Q2,1,Monday,43,1124.62,2,Low,0,1,2,Delayed,42,Low
Agent_C,CL-0512,Client_512,A Regional Financial Institution,Subang Jaya,CONVERTED,8/8/2023,8,August,2023,Q3,2,Tuesday,18.7,1162.34,26,Low,1,1,4,Moderate,18,High
Agent_B,CL-0189,Client_189,A Major Telecommunications Provider,Shah Alam,CONVERTED,1/31/2024,1,January,2024,Q1,3,Wednesday,60,3856.07,8,Medium,1,1,4,Delayed,60,High
Agent_B,CL-2654,Client_2654,A Private Manufacturing Enterprise,CyberJaya,CONTACTED,10/17/2024,10,October,2024,Q4,4,Thursday,12.8,3149.12,28,Medium,0,1,2,Moderate,12,High
Agent_B,CL-1692,Client_1692,A Major Telecommunications Provider,Shah Alam,CONTACTED,2/14/2023,2,February,2023,Q1,2,Tuesday,71.6,2890.09,44,Medium,0,1,2,Delayed,66,High
Agent_D,CL-2247,Client_2247,A Regional Financial Institution,Subang Jaya,NEW,8/21/2024,8,August,2024,Q3,3,Wednesday,25.4,4800.52,12,High,0,0,1,Delayed,24,High
Agent_B,CL-1639,Client_1639,A Leading Utility Company,Putrajaya,LOST,9/25/2023,9,September,2023,Q3,1,Monday,13.2,1162.46,16,Low,0,0,5,Moderate,12,High
Agent_B,CL-1107,Client_1107,A Leading Utility Company,Klang,QUALIFIED,4/18/2023,4,April,2023,Q2,2,Tuesday,54.5,3011.42,4,Medium,0,1,3,Delayed,54,Medium
Agent_C,CL-0523,Client_523,A Major Telecommunications Provider,Kuala Lumpur,QUALIFIED,6/23/2023,6,June,2023,Q2,5,Friday,32.1,1768.92,15,Low,0,1,3,Delayed,30,High
Agent_A,CL-2612,Client_2612,A Regional Financial Institution,Alor Setar,CONVERTED,2/8/2023,2,February,2023,Q1,3,Wednesday,65.7,4186.29,39,High,1,1,4,Delayed,60,High
Agent_D,CL-1264,Client_1264,A Government Service Provider,Penang,QUALIFIED,1/11/2024,1,January,2024,Q1,4,Thursday,65.8,2821.91,7,Medium,0,1,3,Delayed,60,High
Agent_A,CL-0326,Client_326,A Regional Financial Institution,Putrajaya,QUALIFIED,8/28/2024,8,August,2024,Q3,3,Wednesday,67.2,3548.39,13,Medium,0,1,3,Delayed,66,High
Agent_D,CL-0033,Client_033,A Leading Utility Company,Malaka,NEW,9/15/2023,9,September,2023,Q3,5,Friday,59.8,1805.47,4,Low,0,0,1,Delayed,54,Medium
Agent_C,CL-2864,Client_2864,A Major Telecommunications Provider,Shah Alam,CONTACTED,2/9/2024,2,February,2024,Q1,5,Friday,56,3751.62,22,Medium,0,1,2,Delayed,54,High
Agent_D,CL-1635,Client_1635,A Leading Utility Company,Subang Jaya,NEW,8/30/2023,8,August,2023,Q3,3,Wednesday,37.1,2050.62,4,Medium,0,0,1,Delayed,36,Medium
Agent_B,CL-2213,Client_2213,A Major Telecommunications Provider,Petaling Jaya,NEW,7/17/2024,7,July,2024,Q3,3,Wednesday,1.7,4327.82,18,High,0,0,1,Fast,0,High
Agent_A,CL-0562,Client_562,A Private Manufacturing Enterprise,Kota Kinabalu,CONVERTED,5/5/2024,5,May,2024,Q2,7,Sunday,10.2,4265.25,35,High,1,1,4,Moderate,6,High
Agent_C,CL-1599,Client_1599,A Major Telecommunications Provider,Kuching,CONTACTED,6/15/2024,6,June,2024,Q2,6,Saturday,61.8,3038.32,23,Medium,0,1,2,Delayed,60,High
Agent_B,CL-0104,Client_104,A Leading Utility Company,Penang,NEW,12/1/2023,12,December,2023,Q4,5,Friday,56.7,1526.49,18,Low,0,0,1,Delayed,54,High
Agent_D,CL-0348,Client_348,A Leading Utility Company,Penang,QUALIFIED,2/2/2024,2,February,2024,Q1,5,Friday,20.2,3859.99,1,Medium,0,1,3,Moderate,18,Low
Agent_B,CL-1590,Client_1590,A Major Telecommunications Provider,Alor Setar,CONVERTED,2/13/2023,2,February,2023,Q1,1,Monday,39.3,1619.48,36,Low,1,1,4,Delayed,36,High
Agent_C,CL-1827,Client_1827,A Major Telecommunications Provider,Kuala Lumpur,NEW,6/14/2023,6,June,2023,Q2,3,Wednesday,21.5,1876.19,31,Low,0,0,1,Moderate,18,High
Agent_B,CL-2460,Client_2460,A Government Service Provider,Petaling Jaya,CONTACTED,12/30/2023,12,December,2023,Q4,6,Saturday,67.2,4514.7,43,High,0,1,2,Delayed,66,High
Agent_A,CL-1587,Client_1587,A Regional Financial Institution,Subang Jaya,CONTACTED,8/26/2023,8,August,2023,Q3,6,Saturday,55.2,2765.17,6,Medium,0,1,2,Delayed,54,High
Agent_D,CL-0552,Client_552,A Leading Utility Company,CyberJaya,NEW,8/1/2023,8,August,2023,Q3,2,Tuesday,47.2,1158.12,3,Low,0,0,1,Delayed,42,Medium
Agent_C,CL-0059,Client_059,A Regional Financial Institution,Petaling Jaya,CONVERTED,12/17/2024,12,December,2024,Q4,2,Tuesday,43,4053.97,50,High,1,1,4,Delayed,42,High
Agent_D,CL-2386,Client_2386,A Private Manufacturing Enterprise,Kuching,QUALIFIED,1/8/2023,1,January,2023,Q1,7,Sunday,55.7,1488.17,45,Low,0,1,3,Delayed,54,High
Agent_A,CL-1312,Client_1312,A Government Service Provider,CyberJaya,CONVERTED,9/1/2024,9,September,2024,Q3,7,Sunday,36.1,3293.86,24,Medium,1,1,4,Delayed,36,High
Agent_C,CL-0586,Client_586,A Regional Financial Institution,Malaka,NEW,1/1/2023,1,January,2023,Q1,7,Sunday,62.4,1979.48,38,Medium,0,0,1,Delayed,60,High
Agent_C,CL-2524,Client_2524,A Government Service Provider,Kota Kinabalu,NEW,9/8/2024,9,September,2024,Q3,7,Sunday,9.2,1003.51,48,Low,0,0,1,Moderate,6,High
Agent_B,CL-1923,Client_1923,A Leading Utility Company,Penang,QUALIFIED,1/4/2024,1,January,2024,Q1,4,Thursday,9,4429.6,9,High,0,1,3,Moderate,6,High
Agent_A,CL-0506,Client_506,A Leading Utility Company,Kuala Lumpur,LOST,2/11/2024,2,February,2024,Q1,7,Sunday,34,4487.43,N/A,High,0,0,5,Delayed,30,High
Agent_D,CL-1642,Client_1642,A Government Service Provider,Putrajaya,NEW,3/17/2024,3,March,2024,Q1,7,Sunday,6.4,4636.66,19,High,0,0,1,Moderate,6,High
Agent_B,CL-2149,Client_2149,A Private Manufacturing Enterprise,Penang,CONTACTED,5/14/2023,5,May,2023,Q2,7,Sunday,33.8,2715.14,2,Medium,0,1,2,Delayed,30,Low
Agent_D,CL-0570,Client_570,A Private Manufacturing Enterprise,Kuala Lumpur,NEW,6/17/2024,6,June,2024,Q2,1,Monday,46.2,4619.74,13,High,0,0,1,Delayed,42,High
Agent_A,CL-1171,Client_1171,A Government Service Provider,Klang,CONTACTED,9/25/2023,9,September,2023,Q3,1,Monday,32.1,3089.55,4,Medium,0,1,2,Delayed,30,Medium
Agent_C,CL-1601,Client_1601,A Government Service Provider,Alor Setar,NEW,4/14/2024,4,April,2024,Q2,7,Sunday,63.5,4648.9,12,High,0,0,1,Delayed,60,High
Agent_C,CL-2327,Client_2327,A Regional Financial Institution,Subang Jaya,NEW,8/25/2023,8,August,2023,Q3,5,Friday,57.6,4992.12,34,High,0,0,1,Delayed,54,High
Agent_A,CL-0184,Client_184,A Leading Utility Company,Malaka,NEW,4/19/2023,4,April,2023,Q2,3,Wednesday,19.6,1989.97,4,Medium,0,0,1,Moderate,18,Medium
Agent_C,CL-0800,Client_800,A Regional Financial Institution,Petaling Jaya,LOST,5/19/2024,5,May,2024,Q2,7,Sunday,4.8,4378.67,5,High,0,0,5,Fast,0,Medium
Agent_D,CL-0351,Client_351,A Leading Utility Company,Shah Alam,NEW,5/28/2023,5,May,2023,Q2,7,Sunday,49.9,1048.74,18,Low,0,0,1,Delayed,48,High
Agent_C,CL-2942,Client_2942,A Regional Financial Institution,Petaling Jaya,NEW,6/22/2023,6,June,2023,Q2,4,Thursday,66.1,2686.62,6,Medium,0,0,1,Delayed,66,High
Agent_A,CL-1076,Client_1076,A Leading Utility Company,Subang Jaya,CONVERTED,6/21/2023,6,June,2023,Q2,3,Wednesday,22,3783.95,32,Medium,1,1,4,Moderate,18,High
Agent_B,CL-1179,Client_1179,A Private Manufacturing Enterprise,Johor Bahru,NEW,8/25/2024,8,August,2024,Q3,7,Sunday,61.9,3696.11,48,Medium,0,0,1,Delayed,60,High
Agent_B,CL-2186,Client_2186,A Private Manufacturing Enterprise,Kota Kinabalu,NEW,3/8/2023,3,March,2023,Q1,3,Wednesday,30,4079.24,36,High,0,0,1,Delayed,30,High
Agent_D,CL-0781,Client_781,A Regional Financial Institution,Shah Alam,NEW,6/3/2024,6,June,2024,Q2,1,Monday,67.8,1462.19,48,Low,0,0,1,Delayed,66,High
Agent_A,CL-1296,Client_1296,A Private Manufacturing Enterprise,Kuala Lumpur,QUALIFIED,1/18/2024,1,January,2024,Q1,4,Thursday,69.1,1753.82,32,Low,0,1,3,Delayed,66,High
Agent_D,CL-0734,Client_734,A Leading Utility Company,Malaka,CONTACTED,8/17/2024,8,August,2024,Q3,6,Saturday,35.7,1771.83,9,Low,0,1,2,Delayed,30,High
Agent_B,CL-1815,Client_1815,A Leading Utility Company,Kuching,CONTACTED,1/21/2024,1,January,2024,Q1,7,Sunday,48,2651.69,16,Medium,0,1,2,Delayed,48,High
Agent_D,CL-1861,Client_1861,A Major Telecommunications Provider,Kota Kinabalu,CONTACTED,7/19/2023,7,July,2023,Q3,3,Wednesday,21.5,1731.83,47,Low,0,1,2,Moderate,18,High
Agent_C,CL-1471,Client_1471,A Private Manufacturing Enterprise,Malaka,QUALIFIED,12/2/2023,12,December,2023,Q4,6,Saturday,67,4660.26,48,High,0,1,3,Delayed,66,High
Agent_A,CL-1190,Client_1190,A Government Service Provider,Kota Kinabalu,NEW,10/27/2024,10,October,2024,Q4,7,Sunday,50.4,4972.71,24,High,0,0,1,Delayed,48,High
Agent_B,CL-0066,Client_066,A Leading Utility Company,Kota Kinabalu,QUALIFIED,2/9/2024,2,February,2024,Q1,5,Friday,68.3,4201.74,27,High,0,1,3,Delayed,66,High
Agent_B,CL-0587,Client_587,A Major Telecommunications Provider,Kota Kinabalu,CONTACTED,1/27/2024,1,January,2024,Q1,6,Saturday,15.6,3033.21,13,Medium,0,1,2,Moderate,12,High
Agent_A,CL-1250,Client_1250,A Major Telecommunications Provider,Shah Alam,QUALIFIED,11/19/2023,11,November,2023,Q4,7,Sunday,12,1799.76,23,Low,0,1,3,Moderate,12,High
Agent_A,CL-0321,Client_321,A Private Manufacturing Enterprise,Subang Jaya,CONTACTED,9/9/2023,9,September,2023,Q3,6,Saturday,34.8,2796.3,9,Medium,0,1,2,Delayed,30,High
Agent_D,CL-1124,Client_1124,A Leading Utility Company,Shah Alam,CONTACTED,9/12/2024,9,September,2024,Q3,4,Thursday,47.4,3854.76,35,Medium,0,1,2,Delayed,42,High
Agent_C,CL-0581,Client_581,A Government Service Provider,CyberJaya,NEW,12/29/2024,12,December,2024,Q4,7,Sunday,33.6,1841.94,29,Low,0,0,1,Delayed,30,High
Agent_B,CL-1999,Client_1999,A Regional Financial Institution,Johor Bahru,QUALIFIED,6/11/2023,6,June,2023,Q2,7,Sunday,22.3,1532.29,40,Low,0,1,3,Moderate,18,High
Agent_B,CL-1996,Client_1996,A Leading Utility Company,Putrajaya,NEW,12/8/2024,12,December,2024,Q4,7,Sunday,7.9,4991.87,49,High,0,0,1,Moderate,6,High
Agent_C,CL-1156,Client_1156,A Regional Financial Institution,Malaka,CONTACTED,6/4/2024,6,June,2024,Q2,2,Tuesday,23.3,4315.52,3,High,0,1,2,Moderate,18,Medium
Agent_A,CL-1427,Client_1427,A Private Manufacturing Enterprise,Klang,CONTACTED,1/26/2024,1,January,2024,Q1,5,Friday,31,2686.92,10,Medium,0,1,2,Delayed,30,High
Agent_B,CL-2238,Client_2238,A Leading Utility Company,Johor Bahru,QUALIFIED,10/14/2023,10,October,2023,Q4,6,Saturday,8.6,3999.11,18,High,0,1,3,Moderate,6,High
Agent_B,CL-0903,Client_903,A Government Service Provider,Klang,NEW,11/25/2024,11,November,2024,Q4,1,Monday,28.8,1057.41,23,Low,0,0,1,Delayed,24,High
Agent_C,CL-2284,Client_2284,A Regional Financial Institution,Shah Alam,CONVERTED,1/10/2023,1,January,2023,Q1,2,Tuesday,16.2,1146.87,22,Low,1,1,4,Moderate,12,High
Agent_B,CL-2434,Client_2434,A Regional Financial Institution,Kuching,QUALIFIED,10/20/2024,10,October,2024,Q4,7,Sunday,51.7,4948.22,27,High,0,1,3,Delayed,48,High
Agent_B,CL-1771,Client_1771,A Regional Financial Institution,CyberJaya,CONVERTED,1/13/2024,1,January,2024,Q1,6,Saturday,45,4289.05,44,High,1,1,4,Delayed,42,High
Agent_B,CL-1632,Client_1632,A Government Service Provider,Johor Bahru,CONTACTED,10/22/2023,10,October,2023,Q4,7,Sunday,6,3226.51,19,Medium,0,1,2,Fast,6,High
Agent_B,CL-1395,Client_1395,A Private Manufacturing Enterprise,Ipoh,CONTACTED,2/2/2024,2,February,2024,Q1,5,Friday,48.1,2574.91,14,Medium,0,1,2,Delayed,48,High
Agent_A,CL-1075,Client_1075,A Major Telecommunications Provider,Ipoh,CONVERTED,2/1/2023,2,February,2023,Q1,3,Wednesday,8.3,1443.1,19,Low,1,1,4,Moderate,6,High
Agent_B,CL-1871,Client_1871,A Private Manufacturing Enterprise,Malaka,CONTACTED,11/28/2024,11,November,2024,Q4,4,Thursday,60.2,1201.66,33,Low,0,1,2,Delayed,60,High
Agent_A,CL-2575,Client_2575,A Government Service Provider,Kuching,CONTACTED,4/10/2024,4,April,2024,Q2,3,Wednesday,38.7,2565.15,25,Medium,0,1,2,Delayed,36,High
Agent_D,CL-1696,Client_1696,A Major Telecommunications Provider,Seremban,CONVERTED,7/6/2024,7,July,2024,Q3,6,Saturday,38.4,3651.92,21,Medium,1,1,4,Delayed,36,High
Agent_D,CL-0143,Client_143,A Government Service Provider,Kuching,CONVERTED,12/13/2023,12,December,2023,Q4,3,Wednesday,24.4,1649.91,44,Low,1,1,4,Delayed,24,High
Agent_B,CL-2658,Client_2658,A Government Service Provider,Malaka,LOST,7/12/2023,7,July,2023,Q3,3,Wednesday,2.3,3334.44,46,Medium,0,0,5,Fast,0,High
Agent_B,CL-1362,Client_1362,A Major Telecommunications Provider,Kota Kinabalu,CONVERTED,12/25/2024,12,December,2024,Q4,3,Wednesday,7,2079.25,15,Medium,1,1,4,Moderate,6,High
Agent_B,CL-2420,Client_2420,A Leading Utility Company,Shah Alam,NEW,6/11/2023,6,June,2023,Q2,7,Sunday,42.6,2624.57,1,Medium,0,0,1,Delayed,42,Low
Agent_B,CL-2698,Client_2698,A Government Service Provider,Penang,QUALIFIED,6/12/2023,6,June,2023,Q2,1,Monday,20.9,2870.12,6,Medium,0,1,3,Moderate,18,High
Agent_A,CL-1655,Client_1655,A Private Manufacturing Enterprise,Kuala Lumpur,CONVERTED,11/15/2023,11,November,2023,Q4,3,Wednesday,38.4,4027.82,35,High,1,1,4,Delayed,36,High
Agent_C,CL-2157,Client_2157,A Private Manufacturing Enterprise,Putrajaya,QUALIFIED,7/11/2023,7,July,2023,Q3,2,Tuesday,12.5,1750.53,47,Low,0,1,3,Moderate,12,High
Agent_B,CL-2846,Client_2846,A Government Service Provider,Malaka,CONTACTED,9/17/2024,9,September,2024,Q3,2,Tuesday,39.9,4659.93,47,High,0,1,2,Delayed,36,High
Agent_B,CL-2996,Client_2996,A Major Telecommunications Provider,Kuching,NEW,4/29/2024,4,April,2024,Q2,1,Monday,25.8,1272.1,3,Low,0,0,1,Delayed,24,Medium
Agent_A,CL-2801,Client_2801,A Leading Utility Company,Klang,QUALIFIED,7/6/2024,7,July,2024,Q3,6,Saturday,52,4415.08,26,High,0,1,3,Delayed,48,High
Agent_C,CL-1080,Client_1080,A Major Telecommunications Provider,Alor Setar,LOST,10/16/2024,10,October,2024,Q4,3,Wednesday,49,1925.04,34,Low,0,0,5,Delayed,48,High
Agent_A,CL-2852,Client_2852,A Regional Financial Institution,Kuching,QUALIFIED,1/9/2023,1,January,2023,Q1,1,Monday,26.4,4956.15,4,High,0,1,3,Delayed,24,Medium
